campaign_id,advertiser_id,objective,start_date,end_date
CMP01355,ADV0151,Conversions,2024-07-01,2024-08-14
CMP01356,ADV0151,Traffic,2024-08-16,2024-11-29
CMP01357,ADV0151,Conversions,2024-11-30,2025-02-03
CMP01358,ADV0151,Traffic,2025-02-06,2025-03-30
CMP01359,ADV0151,Traffic,2024-07-01,2024-10-15
CMP01360,ADV0151,App Installs,2024-10-21,2025-01-19
CMP01361,ADV0151,Traffic,2025-02-01,2025-03-30
CMP01362,ADV0151,Traffic,2024-07-01,2024-08-20
CMP01363,ADV0151,Video Views,2024-08-23,2024-12-12
CMP01364,ADV0151,Reach,2024-12-21,2025-03-15
CMP01365,ADV0151,Conversions,2025-03-22,2025-03-30
CMP01366,ADV0152,Traffic,2024-07-01,2024-09-28
CMP01367,ADV0152,App Installs,2024-10-01,2024-11-30
CMP01368,ADV0152,Conversions,2024-12-10,2025-04-11
CMP01369,ADV0152,App Installs,2025-04-13,2025-07-15
CMP01370,ADV0152,App Installs,2025-07-17,2025-09-04
CMP01371,ADV0152,Traffic,2024-07-01,2024-08-19
CMP01372,ADV0152,Video Views,2024-08-21,2024-12-17
CMP01373,ADV0152,App Installs,2024-12-17,2025-03-01
CMP01374,ADV0152,Video Views,2025-03-09,2025-04-30
CMP01375,ADV0152,App Installs,2025-05-04,2025-06-26
CMP01376,ADV0152,Conversions,2025-07-06,2025-09-04
CMP01377,ADV0153,Traffic,2024-07-01,2024-09-17
CMP01378,ADV0153,Traffic,2024-10-03,2025-01-23
CMP01379,ADV0153,App Installs,2025-01-26,2025-07-01
CMP01380,ADV0153,Conversions,2025-07-09,2025-09-20
CMP01381,ADV0153,Video Views,2025-10-03,2025-12-31
CMP01382,ADV0153,Conversions,2024-07-01,2024-07-10
CMP01383,ADV0153,Conversions,2024-07-27,2024-11-08
CMP01384,ADV0153,Conversions,2024-11-19,2025-02-08
CMP01385,ADV0153,Video Views,2025-02-16,2025-06-10
CMP01386,ADV0153,Traffic,2025-06-26,2025-11-21
CMP01387,ADV0153,Traffic,2025-12-02,2025-12-31
CMP01388,ADV0153,Conversions,2024-07-01,2024-07-26
CMP01389,ADV0153,App Installs,2024-07-28,2025-01-04
CMP01390,ADV0153,Video Views,2025-01-11,2025-03-06
CMP01391,ADV0153,Traffic,2025-03-14,2025-06-13
CMP01392,ADV0153,Conversions,2025-06-22,2025-12-03
CMP01393,ADV0153,Traffic,2025-12-04,2025-12-31
CMP01394,ADV0153,Conversions,2024-07-01,2024-07-11
CMP01395,ADV0153,Conversions,2024-07-13,2024-10-14
CMP01396,ADV0153,Traffic,2024-10-22,2025-01-20
CMP01397,ADV0153,Conversions,2025-01-30,2025-04-02
CMP01398,ADV0153,Traffic,2025-04-09,2025-08-21
CMP01399,ADV0153,Conversions,2025-08-30,2025-11-28
CMP01400,ADV0153,Conversions,2025-11-29,2025-12-31
CMP01401,ADV0154,App Installs,2024-07-01,2024-08-28
CMP01402,ADV0154,Traffic,2024-09-10,2024-11-16
CMP01403,ADV0154,Conversions,2024-11-21,2025-01-19
CMP01404,ADV0154,Conversions,2025-01-29,2025-04-27
CMP01405,ADV0154,Conversions,2025-05-05,2025-08-13
CMP01406,ADV0154,Conversions,2025-08-30,2025-10-29
CMP01407,ADV0154,Video Views,2025-11-01,2025-12-31
CMP01408,ADV0154,Conversions,2024-07-01,2024-08-15
CMP01409,ADV0154,Conversions,2024-08-31,2025-02-03
CMP01410,ADV0154,Reach,2025-02-12,2025-06-25
CMP01411,ADV0154,Traffic,2025-06-28,2025-11-03
CMP01412,ADV0154,Reach,2025-11-04,2025-12-31
CMP01413,ADV0155,Traffic,2024-07-01,2024-10-19
CMP01414,ADV0156,Traffic,2024-07-01,2024-08-08
CMP01415,ADV0156,Traffic,2024-08-08,2024-11-01
CMP01416,ADV0156,Conversions,2024-11-01,2025-02-17
CMP01417,ADV0156,App Installs,2025-03-01,2025-05-20
CMP01418,ADV0156,Video Views,2025-05-21,2025-08-23
CMP01419,ADV0156,Conversions,2025-09-09,2025-11-25
CMP01420,ADV0156,Reach,2025-12-06,2025-12-31
CMP01421,ADV0156,Conversions,2024-07-01,2024-09-08
CMP01422,ADV0156,Conversions,2024-09-15,2024-12-13
CMP01423,ADV0156,Conversions,2024-12-22,2025-05-12
CMP01424,ADV0156,App Installs,2025-05-23,2025-10-10
CMP01425,ADV0156,Conversions,2025-10-25,2025-12-31
CMP01426,ADV0157,Traffic,2024-07-01,2024-08-21
CMP01427,ADV0157,App Installs,2024-09-06,2024-11-25
CMP01428,ADV0157,App Installs,2024-11-26,2025-03-03
CMP01429,ADV0157,Conversions,2025-03-04,2025-03-28
CMP01430,ADV0157,Traffic,2024-07-01,2024-08-06
CMP01431,ADV0157,App Installs,2024-08-21,2024-10-28
CMP01432,ADV0157,Conversions,2024-11-14,2025-03-06
CMP01433,ADV0157,Conversions,2025-03-16,2025-03-28
CMP01434,ADV0158,App Installs,2024-07-01,2024-08-29
CMP01435,ADV0158,Traffic,2024-08-29,2024-12-16
CMP01436,ADV0158,Traffic,2024-12-18,2025-03-06
CMP01437,ADV0158,Conversions,2025-03-20,2025-06-20
CMP01438,ADV0158,Conversions,2025-06-23,2025-09-25
CMP01439,ADV0159,Traffic,2024-07-16,2024-10-16
CMP01440,ADV0159,Traffic,2024-11-01,2025-02-17
CMP01441,ADV0159,App Installs,2025-02-20,2025-04-16
CMP01442,ADV0159,App Installs,2025-04-19,2025-09-06
CMP01443,ADV0159,Traffic,2025-09-15,2025-09-24
CMP01444,ADV0159,Video Views,2024-07-20,2024-12-06
CMP01445,ADV0159,Conversions,2024-12-12,2025-04-27
CMP01446,ADV0159,App Installs,2025-05-01,2025-08-05
CMP01447,ADV0159,Conversions,2025-08-12,2025-09-24
CMP01448,ADV0159,App Installs,2024-07-11,2024-09-10
CMP01449,ADV0159,App Installs,2024-09-16,2024-10-31
CMP01450,ADV0159,Reach,2024-11-09,2025-04-21
CMP01451,ADV0159,Traffic,2025-04-25,2025-06-17
CMP01452,ADV0159,Traffic,2025-06-18,2025-08-23
CMP01453,ADV0159,Conversions,2025-09-01,2025-09-24
CMP01454,ADV0160,Video Views,2024-07-01,2024-09-18
CMP01455,ADV0160,Video Views,2024-09-21,2025-03-04
CMP01456,ADV0160,Video Views,2025-03-05,2025-05-28
CMP01457,ADV0160,Video Views,2025-06-08,2025-08-25
CMP01458,ADV0161,Video Views,2024-07-01,2024-07-31
CMP01459,ADV0161,Traffic,2024-08-12,2024-10-16
CMP01460,ADV0161,App Installs,2024-10-28,2024-12-17
CMP01461,ADV0161,Traffic,2024-12-23,2025-03-12
CMP01462,ADV0161,Conversions,2025-03-26,2025-05-30
CMP01463,ADV0161,Traffic,2025-06-05,2025-08-25
CMP01464,ADV0161,Conversions,2024-07-01,2024-08-27
CMP01465,ADV0161,Reach,2024-09-05,2024-12-01
CMP01466,ADV0161,Conversions,2024-12-12,2025-01-26
CMP01467,ADV0161,App Installs,2025-02-07,2025-06-29
CMP01468,ADV0161,Conversions,2025-07-06,2025-08-25
CMP01469,ADV0162,Conversions,2024-07-01,2024-07-16
CMP01470,ADV0162,Video Views,2024-07-22,2024-12-27
CMP01471,ADV0162,Reach,2025-01-01,2025-06-05
CMP01472,ADV0162,Reach,2025-06-09,2025-09-20
CMP01473,ADV0162,Video Views,2025-10-03,2025-12-21
CMP01474,ADV0162,App Installs,2025-12-21,2025-12-31
CMP01475,ADV0162,Reach,2024-07-06,2024-09-02
CMP01476,ADV0162,App Installs,2024-09-12,2025-01-15
CMP01477,ADV0162,App Installs,2025-01-27,2025-04-12
CMP01478,ADV0162,Conversions,2025-04-17,2025-06-16
CMP01479,ADV0162,Reach,2025-07-01,2025-10-03
CMP01480,ADV0162,Conversions,2025-10-05,2025-12-31
CMP01481,ADV0163,Conversions,2024-07-01,2024-10-15
CMP01482,ADV0163,Conversions,2024-10-18,2025-01-14
CMP01483,ADV0163,App Installs,2025-01-23,2025-06-26
CMP01484,ADV0163,Conversions,2024-07-01,2024-10-29
CMP01485,ADV0163,Traffic,2024-11-12,2025-03-14
CMP01486,ADV0163,Conversions,2025-03-18,2025-06-26
CMP01487,ADV0163,Video Views,2024-07-01,2024-07-16
CMP01488,ADV0163,Traffic,2024-07-27,2024-12-29
CMP01489,ADV0163,Video Views,2024-12-31,2025-03-18
CMP01490,ADV0163,Traffic,2025-04-03,2025-06-26
CMP01491,ADV0164,Conversions,2024-07-21,2024-11-04
CMP01492,ADV0164,Conversions,2024-11-13,2024-12-28
CMP01493,ADV0164,App Installs,2024-07-01,2024-07-17
CMP01494,ADV0164,App Installs,2024-07-29,2024-10-12
CMP01495,ADV0164,Video Views,2024-10-27,2024-12-28
CMP01496,ADV0165,Conversions,2024-07-04,2024-08-30
CMP01497,ADV0165,Reach,2024-07-01,2024-07-09
CMP01498,ADV0165,App Installs,2024-07-16,2024-08-30
CMP01499,ADV0166,Reach,2024-07-01,2024-07-18
CMP01500,ADV0166,Conversions,2024-07-25,2024-10-26
CMP01501,ADV0166,Reach,2024-10-26,2025-03-05
CMP01502,ADV0166,Traffic,2025-03-19,2025-08-09
CMP01503,ADV0166,Traffic,2025-08-17,2025-12-11
CMP01504,ADV0166,Video Views,2025-12-18,2025-12-31
CMP01505,ADV0166,Conversions,2024-07-01,2024-07-09
CMP01506,ADV0166,Conversions,2024-07-24,2024-12-11
CMP01507,ADV0166,App Installs,2024-12-16,2025-04-10
CMP01508,ADV0166,Video Views,2025-04-14,2025-08-07
CMP01509,ADV0166,Traffic,2025-08-19,2025-10-21
CMP01510,ADV0166,App Installs,2025-11-05,2025-12-28
CMP01511,ADV0166,Video Views,2024-07-01,2024-11-18
CMP01512,ADV0166,App Installs,2024-12-03,2025-04-25
CMP01513,ADV0166,Conversions,2025-05-01,2025-07-04
CMP01514,ADV0166,Conversions,2025-07-18,2025-11-16
CMP01515,ADV0166,Traffic,2025-11-21,2025-12-31
CMP01516,ADV0166,Traffic,2024-07-01,2024-08-09
CMP01517,ADV0166,Conversions,2024-08-20,2024-11-05
CMP01518,ADV0166,Reach,2024-11-19,2025-04-11
CMP01519,ADV0166,Conversions,2025-04-26,2025-07-10
CMP01520,ADV0166,Video Views,2025-07-11,2025-11-18
CMP01521,ADV0166,Conversions,2025-11-23,2025-12-31
CMP01522,ADV0166,Conversions,2024-07-01,2024-07-20
CMP01523,ADV0166,Reach,2024-08-05,2024-11-25
CMP01524,ADV0166,Conversions,2024-12-08,2025-02-12
CMP01525,ADV0166,App Installs,2025-02-26,2025-06-01
CMP01526,ADV0166,Video Views,2025-06-06,2025-10-29
CMP01527,ADV0166,Conversions,2025-11-14,2025-12-31
CMP01528,ADV0167,Traffic,2024-07-01,2024-07-25
CMP01529,ADV0167,Conversions,2024-07-01,2024-07-31
CMP01530,ADV0168,Conversions,2024-07-01,2024-08-08
CMP01531,ADV0168,Conversions,2024-08-25,2025-02-05
CMP01532,ADV0168,Conversions,2025-02-07,2025-07-03
CMP01533,ADV0168,Conversions,2025-07-11,2025-12-15
CMP01534,ADV0168,App Installs,2025-12-23,2025-12-31
CMP01535,ADV0169,Conversions,2024-07-01,2024-08-01
CMP01536,ADV0169,Traffic,2024-08-05,2024-11-13
CMP01537,ADV0169,Video Views,2024-11-26,2025-02-02
CMP01538,ADV0169,Conversions,2025-02-04,2025-07-05
CMP01539,ADV0169,Traffic,2025-07-05,2025-11-10
CMP01540,ADV0169,Reach,2025-11-11,2025-12-31
CMP01541,ADV0169,Conversions,2024-07-01,2024-09-11
CMP01542,ADV0169,Conversions,2024-09-13,2024-11-14
CMP01543,ADV0169,Traffic,2024-11-20,2025-04-07
CMP01544,ADV0169,Conversions,2025-04-11,2025-07-28
CMP01545,ADV0169,Traffic,2025-08-01,2025-11-30
CMP01546,ADV0169,Video Views,2025-12-17,2025-12-31
CMP01547,ADV0169,Video Views,2024-07-01,2024-08-10
CMP01548,ADV0169,Conversions,2024-08-10,2025-01-01
CMP01549,ADV0169,Conversions,2025-01-16,2025-04-10
CMP01550,ADV0169,App Installs,2025-04-23,2025-08-22
CMP01551,ADV0169,Video Views,2025-08-27,2025-12-31
CMP01552,ADV0169,App Installs,2024-07-01,2024-11-12
CMP01553,ADV0169,Traffic,2024-11-14,2025-01-31
CMP01554,ADV0169,Traffic,2025-02-05,2025-04-17
CMP01555,ADV0169,Conversions,2025-04-23,2025-07-01
CMP01556,ADV0169,Video Views,2025-07-15,2025-11-19
CMP01557,ADV0169,Conversions,2025-11-19,2025-12-31
CMP01558,ADV0169,Reach,2024-07-01,2024-09-21
CMP01559,ADV0169,App Installs,2024-10-07,2024-12-14
CMP01560,ADV0169,Conversions,2024-12-28,2025-05-02
CMP01561,ADV0169,Traffic,2025-05-18,2025-09-30
CMP01562,ADV0169,Conversions,2025-10-02,2025-12-31
CMP01563,ADV0170,App Installs,2024-07-01,2024-08-15
CMP01564,ADV0170,Traffic,2024-08-23,2024-08-30
CMP01565,ADV0171,App Installs,2024-07-01,2024-07-08
CMP01566,ADV0171,Conversions,2024-07-24,2024-11-18
CMP01567,ADV0171,App Installs,2024-12-02,2025-03-10
CMP01568,ADV0171,Traffic,2025-03-20,2025-05-08
CMP01569,ADV0171,Conversions,2025-05-10,2025-09-08
CMP01570,ADV0171,App Installs,2025-09-23,2025-10-14
CMP01571,ADV0171,Traffic,2024-07-01,2024-07-20
CMP01572,ADV0171,Conversions,2024-08-03,2025-01-09
CMP01573,ADV0171,Conversions,2025-01-17,2025-03-14
CMP01574,ADV0171,Conversions,2025-03-24,2025-08-07
CMP01575,ADV0171,Conversions,2025-08-18,2025-10-14
CMP01576,ADV0172,App Installs,2024-07-06,2024-10-11
CMP01577,ADV0172,App Installs,2024-10-11,2025-01-30
CMP01578,ADV0172,Reach,2025-02-12,2025-05-18
CMP01579,ADV0172,Conversions,2025-06-01,2025-10-08
CMP01580,ADV0172,Traffic,2025-10-11,2025-12-02
CMP01581,ADV0172,App Installs,2025-12-04,2025-12-31
CMP01582,ADV0172,Video Views,2024-07-11,2024-10-18
CMP01583,ADV0172,App Installs,2024-10-27,2025-03-24
CMP01584,ADV0172,Reach,2025-03-27,2025-09-06
CMP01585,ADV0172,Traffic,2025-09-09,2025-12-31
CMP01586,ADV0173,Conversions,2024-07-01,2024-07-26
CMP01587,ADV0173,Reach,2024-08-12,2024-11-16
CMP01588,ADV0173,Video Views,2024-11-24,2025-04-01
CMP01589,ADV0173,Conversions,2025-04-05,2025-05-31
CMP01590,ADV0173,Traffic,2025-06-06,2025-08-30
CMP01591,ADV0173,Conversions,2025-09-14,2025-12-31
CMP01592,ADV0173,Reach,2024-07-01,2024-08-26
CMP01593,ADV0173,App Installs,2024-09-11,2024-11-16
CMP01594,ADV0173,Conversions,2024-11-22,2025-01-23
CMP01595,ADV0173,Conversions,2025-01-29,2025-05-15
CMP01596,ADV0173,Traffic,2025-06-01,2025-10-19
CMP01597,ADV0173,Conversions,2025-10-29,2025-12-31
CMP01598,ADV0173,Video Views,2024-07-01,2024-08-16
CMP01599,ADV0173,Conversions,2024-08-25,2024-11-10
CMP01600,ADV0173,Conversions,2024-11-27,2025-03-12
CMP01601,ADV0173,Traffic,2025-03-23,2025-05-25
CMP01602,ADV0173,Video Views,2025-05-31,2025-10-30
CMP01603,ADV0173,Traffic,2025-11-11,2025-12-27
CMP01604,ADV0174,App Installs,2024-07-07,2024-09-12
CMP01605,ADV0174,App Installs,2024-09-23,2025-01-19
CMP01606,ADV0174,Conversions,2025-01-24,2025-05-29
CMP01607,ADV0174,Reach,2025-06-15,2025-08-15
CMP01608,ADV0174,App Installs,2025-08-22,2025-12-02
CMP01609,ADV0174,Conversions,2025-12-08,2025-12-31
CMP01610,ADV0174,Reach,2024-07-01,2024-07-22
CMP01611,ADV0174,Traffic,2024-07-30,2024-11-19
CMP01612,ADV0174,Reach,2024-11-23,2025-02-16
CMP01613,ADV0174,Conversions,2025-03-01,2025-05-01
CMP01614,ADV0174,Traffic,2025-05-13,2025-09-27
CMP01615,ADV0174,Traffic,2025-10-07,2025-12-31
CMP01616,ADV0174,Conversions,2024-07-01,2024-08-15
CMP01617,ADV0174,App Installs,2024-08-19,2024-12-04
CMP01618,ADV0174,Conversions,2024-12-13,2025-01-27
CMP01619,ADV0174,Conversions,2025-01-27,2025-05-20
CMP01620,ADV0174,App Installs,2025-05-29,2025-10-17
CMP01621,ADV0174,App Installs,2025-10-28,2025-12-31
CMP01622,ADV0174,Reach,2024-07-07,2024-11-21
CMP01623,ADV0174,Conversions,2024-11-26,2025-04-17
CMP01624,ADV0174,Video Views,2025-05-02,2025-06-22
CMP01625,ADV0174,Traffic,2025-06-26,2025-08-11
CMP01626,ADV0174,Traffic,2025-08-17,2025-12-31
CMP01627,ADV0174,Video Views,2024-07-01,2024-07-25
CMP01628,ADV0174,App Installs,2024-08-10,2024-11-26
CMP01629,ADV0174,Traffic,2024-11-30,2025-01-18
CMP01630,ADV0174,App Installs,2025-01-28,2025-03-20
CMP01631,ADV0174,Conversions,2025-03-30,2025-08-12
CMP01632,ADV0174,Video Views,2025-08-12,2025-11-02
CMP01633,ADV0174,Video Views,2025-11-14,2025-12-31
CMP01634,ADV0175,Conversions,2024-07-01,2024-08-22
CMP01635,ADV0175,Conversions,2024-08-24,2024-11-10
CMP01636,ADV0175,Conversions,2024-11-18,2025-04-03
CMP01637,ADV0175,Reach,2025-04-18,2025-09-02
CMP01638,ADV0175,Traffic,2025-09-19,2025-12-04
CMP01639,ADV0175,Traffic,2025-12-12,2025-12-31
CMP01640,ADV0176,Traffic,2024-07-01,2024-11-30
CMP01641,ADV0176,Reach,2024-11-30,2025-05-04
CMP01642,ADV0176,Conversions,2025-05-05,2025-10-16
CMP01643,ADV0176,Traffic,2025-10-19,2025-12-31
CMP01644,ADV0176,Conversions,2024-07-01,2024-07-30
CMP01645,ADV0176,Conversions,2024-08-05,2024-12-03
CMP01646,ADV0176,Conversions,2024-12-15,2025-02-27
CMP01647,ADV0176,Traffic,2025-03-11,2025-08-09
CMP01648,ADV0176,Reach,2025-08-09,2025-12-31
CMP01649,ADV0177,Conversions,2024-07-01,2024-08-14
CMP01650,ADV0177,Traffic,2024-08-21,2024-12-11
CMP01651,ADV0177,App Installs,2024-12-19,2025-04-27
CMP01652,ADV0177,Video Views,2024-07-01,2024-09-08
CMP01653,ADV0177,Conversions,2024-09-12,2025-02-22
CMP01654,ADV0177,App Installs,2025-03-08,2025-04-23
CMP01655,ADV0177,App Installs,2024-07-01,2024-09-01
CMP01656,ADV0177,App Installs,2024-09-13,2025-02-05
CMP01657,ADV0177,App Installs,2025-02-22,2025-04-27
CMP01658,ADV0178,Conversions,2024-07-01,2024-10-10
CMP01659,ADV0178,Traffic,2024-10-26,2025-03-02
CMP01660,ADV0178,Conversions,2024-07-01,2024-08-09
CMP01661,ADV0178,Reach,2024-08-12,2024-11-10
CMP01662,ADV0178,App Installs,2024-11-10,2025-03-02
CMP01663,ADV0179,Video Views,2024-07-01,2024-07-28
CMP01664,ADV0179,Reach,2024-08-12,2024-10-29
CMP01665,ADV0179,Traffic,2024-11-01,2025-02-26
CMP01666,ADV0179,Conversions,2024-07-05,2024-11-25
CMP01667,ADV0179,Conversions,2024-11-26,2025-01-27
CMP01668,ADV0179,Traffic,2025-02-11,2025-02-26
CMP01669,ADV0179,Conversions,2024-07-01,2024-07-31
CMP01670,ADV0179,Traffic,2024-08-07,2024-11-12
CMP01671,ADV0179,Reach,2024-11-21,2025-02-26
CMP01672,ADV0180,Video Views,2024-07-01,2024-08-30
CMP01673,ADV0180,Video Views,2024-09-11,2024-12-23
CMP01674,ADV0180,Conversions,2025-01-06,2025-04-17
CMP01675,ADV0180,Video Views,2025-05-03,2025-10-03
CMP01676,ADV0180,App Installs,2025-10-09,2025-12-08
CMP01677,ADV0180,Traffic,2024-07-01,2024-08-20
CMP01678,ADV0180,Traffic,2024-08-31,2025-02-03
CMP01679,ADV0180,Traffic,2025-02-14,2025-06-25
CMP01680,ADV0180,Traffic,2025-07-07,2025-10-29
CMP01681,ADV0180,Conversions,2025-11-15,2025-12-23
CMP01682,ADV0180,Conversions,2024-07-01,2024-10-11
CMP01683,ADV0180,Conversions,2024-10-19,2025-02-10
CMP01684,ADV0180,Conversions,2025-02-13,2025-05-20
CMP01685,ADV0180,App Installs,2025-06-05,2025-09-11
CMP01686,ADV0180,Traffic,2025-09-13,2025-12-23
CMP01687,ADV0181,App Installs,2024-07-01,2024-08-06
CMP01688,ADV0181,App Installs,2024-08-11,2024-10-24
CMP01689,ADV0181,Video Views,2024-11-07,2025-01-28
CMP01690,ADV0181,Reach,2025-02-11,2025-06-30
CMP01691,ADV0181,App Installs,2025-07-12,2025-10-25
CMP01692,ADV0181,Traffic,2025-11-03,2025-12-31
CMP01693,ADV0181,Conversions,2024-07-01,2024-11-03
CMP01694,ADV0181,Traffic,2024-11-10,2025-03-31
CMP01695,ADV0181,Video Views,2025-04-11,2025-07-30
CMP01696,ADV0181,Conversions,2025-08-15,2025-10-08
CMP01697,ADV0181,App Installs,2025-10-10,2025-12-31
CMP01698,ADV0181,App Installs,2024-07-01,2024-09-03
CMP01699,ADV0181,Video Views,2024-09-13,2024-11-25
CMP01700,ADV0181,App Installs,2024-11-27,2025-02-18
CMP01701,ADV0181,Reach,2025-03-05,2025-05-26
CMP01702,ADV0181,Conversions,2025-05-28,2025-11-07
CMP01703,ADV0181,Conversions,2025-11-11,2025-12-31
CMP01704,ADV0182,App Installs,2024-07-01,2024-08-27
CMP01705,ADV0183,Reach,2024-07-01,2024-09-21
CMP01706,ADV0183,Traffic,2024-10-08,2024-11-26
CMP01707,ADV0183,Reach,2024-12-02,2025-04-15
CMP01708,ADV0183,Conversions,2025-04-30,2025-08-25
CMP01709,ADV0183,Traffic,2024-07-01,2024-10-07
CMP01710,ADV0183,Traffic,2024-10-16,2025-02-17
CMP01711,ADV0183,Conversions,2025-03-02,2025-06-14
CMP01712,ADV0183,Traffic,2025-06-27,2025-08-25
CMP01713,ADV0184,Video Views,2024-07-01,2024-07-09
CMP01714,ADV0184,Traffic,2024-07-16,2024-11-10
CMP01715,ADV0184,App Installs,2024-11-18,2025-01-23
CMP01716,ADV0184,Conversions,2025-01-31,2025-05-26
CMP01717,ADV0184,App Installs,2025-06-09,2025-09-14
CMP01718,ADV0184,Reach,2025-09-24,2025-11-18
CMP01719,ADV0184,Traffic,2025-11-30,2025-12-16
CMP01720,ADV0185,Conversions,2024-07-01,2024-07-25
CMP01721,ADV0185,App Installs,2024-08-01,2025-01-04
CMP01722,ADV0185,Traffic,2025-01-10,2025-06-12
CMP01723,ADV0185,Traffic,2025-06-13,2025-08-24
CMP01724,ADV0185,Traffic,2025-08-30,2025-12-15
CMP01725,ADV0186,Conversions,2024-07-01,2024-07-31
CMP01726,ADV0186,Traffic,2024-07-01,2024-07-31
CMP01727,ADV0187,Traffic,2024-07-01,2024-10-06
CMP01728,ADV0187,Video Views,2024-10-16,2025-02-02
CMP01729,ADV0187,Conversions,2025-02-04,2025-05-30
CMP01730,ADV0187,Traffic,2025-06-06,2025-08-05
CMP01731,ADV0187,Video Views,2025-08-07,2025-12-19
CMP01732,ADV0188,Reach,2024-07-01,2024-09-25
CMP01733,ADV0188,Traffic,2024-10-09,2024-11-28
CMP01734,ADV0188,Traffic,2024-12-03,2025-04-13
CMP01735,ADV0188,Conversions,2025-04-27,2025-08-27
CMP01736,ADV0188,App Installs,2025-09-13,2025-10-24
CMP01737,ADV0188,Video Views,2024-07-01,2024-09-13
CMP01738,ADV0188,Conversions,2024-09-14,2025-01-31
CMP01739,ADV0188,Reach,2025-02-03,2025-03-27
CMP01740,ADV0188,Video Views,2025-04-09,2025-07-02
CMP01741,ADV0188,Traffic,2025-07-08,2025-09-29
CMP01742,ADV0188,Traffic,2025-09-29,2025-10-24
CMP01743,ADV0188,Reach,2024-07-01,2024-10-09
CMP01744,ADV0188,Video Views,2024-10-18,2025-01-10
CMP01745,ADV0188,Conversions,2025-01-21,2025-04-19
CMP01746,ADV0188,App Installs,2025-04-23,2025-08-26
CMP01747,ADV0188,Video Views,2025-09-08,2025-10-24
CMP01748,ADV0189,Traffic,2024-07-01,2024-08-26
CMP01749,ADV0189,Traffic,2024-08-30,2024-10-24
CMP01750,ADV0189,Traffic,2024-11-08,2025-02-17
CMP01751,ADV0189,Traffic,2025-02-25,2025-04-17
CMP01752,ADV0189,Conversions,2025-04-30,2025-07-18
CMP01753,ADV0189,Conversions,2025-08-03,2025-10-02
CMP01754,ADV0189,Video Views,2025-10-02,2025-11-28
CMP01755,ADV0189,Reach,2025-12-09,2025-12-31
CMP01756,ADV0189,Conversions,2024-07-01,2024-08-24
CMP01757,ADV0189,Conversions,2024-09-10,2024-11-04
CMP01758,ADV0189,Conversions,2024-11-08,2025-03-31
CMP01759,ADV0189,App Installs,2025-04-02,2025-05-21
CMP01760,ADV0189,Video Views,2025-05-23,2025-07-09
CMP01761,ADV0189,Reach,2025-07-15,2025-10-07
CMP01762,ADV0189,Traffic,2025-10-08,2025-12-31
CMP01763,ADV0189,Traffic,2024-07-01,2024-08-23
CMP01764,ADV0189,App Installs,2024-09-09,2024-11-09
CMP01765,ADV0189,Conversions,2024-11-25,2025-02-18
CMP01766,ADV0189,App Installs,2025-02-24,2025-04-15
CMP01767,ADV0189,Traffic,2025-04-16,2025-09-19
CMP01768,ADV0189,App Installs,2025-10-03,2025-12-31
CMP01769,ADV0190,Traffic,2024-07-08,2024-11-16
CMP01770,ADV0190,Video Views,2024-11-23,2025-01-28
CMP01771,ADV0190,App Installs,2025-02-14,2025-07-07
CMP01772,ADV0190,App Installs,2025-07-18,2025-10-12
CMP01773,ADV0190,Conversions,2025-10-24,2025-12-31
CMP01774,ADV0190,Conversions,2024-07-01,2024-08-16
CMP01775,ADV0190,Reach,2024-08-22,2024-10-20
CMP01776,ADV0190,Conversions,2024-10-24,2025-01-05
CMP01777,ADV0190,Video Views,2025-01-18,2025-06-06
CMP01778,ADV0190,Video Views,2025-06-09,2025-09-25
CMP01779,ADV0190,App Installs,2025-10-06,2025-12-31
CMP01780,ADV0190,App Installs,2024-07-01,2024-08-03
CMP01781,ADV0190,Traffic,2024-08-16,2024-11-24
CMP01782,ADV0190,App Installs,2024-12-01,2025-04-26
CMP01783,ADV0190,Conversions,2025-05-06,2025-08-22
CMP01784,ADV0190,Reach,2025-08-23,2025-11-01
CMP01785,ADV0190,Conversions,2025-11-08,2025-12-31
CMP01786,ADV0190,App Installs,2024-07-01,2024-09-09
CMP01787,ADV0190,Traffic,2024-09-25,2025-01-15
CMP01788,ADV0190,Traffic,2025-01-29,2025-04-20
CMP01789,ADV0190,Conversions,2025-04-25,2025-07-07
CMP01790,ADV0190,Video Views,2025-07-12,2025-11-10
CMP01791,ADV0190,Traffic,2025-11-24,2025-12-31
CMP01792,ADV0190,App Installs,2024-07-01,2024-11-03
CMP01793,ADV0190,Video Views,2024-11-11,2025-01-29
CMP01794,ADV0190,Traffic,2025-02-10,2025-07-19
CMP01795,ADV0190,Conversions,2025-07-21,2025-12-06
CMP01796,ADV0190,App Installs,2025-12-13,2025-12-31
CMP01797,ADV0191,Conversions,2024-07-01,2024-07-25
CMP01798,ADV0191,Video Views,2024-08-09,2025-01-01
CMP01799,ADV0191,Video Views,2025-01-16,2025-06-12
CMP01800,ADV0191,App Installs,2025-06-24,2025-09-28
CMP01801,ADV0191,Traffic,2025-10-04,2025-11-23
CMP01802,ADV0191,App Installs,2025-11-29,2025-12-31
CMP01803,ADV0192,Traffic,2024-07-01,2024-07-25
CMP01804,ADV0192,App Installs,2024-07-30,2024-08-30
CMP01805,ADV0193,Conversions,2024-07-01,2024-09-02
CMP01806,ADV0193,Conversions,2024-09-18,2025-01-10
